,ride_id,seat_number,travel_from,max_capacity,travel_time_in_seconds,car_type_Bus,car_type_shuttle,payment_method_Cash,payment_method_Mpesa,new_time_frame
3956,6904,0,306,1,426,1,0,0,1,100
3957,6904,0,306,1,426,1,0,0,1,100
3958,6904,0,306,1,426,1,0,0,1,100
3959,6904,0,306,1,426,1,0,0,1,100
3960,6904,0,306,1,426,1,0,0,1,100
3961,6934,0,306,0,400,0,1,0,1,100
3962,6871,0,363,1,429,1,0,0,1,304
3963,6934,0,306,0,400,0,1,0,1,100
3964,6934,0,306,0,400,0,1,0,1,100
3965,6934,0,306,0,400,0,1,0,1,100
3966,6934,0,306,0,400,0,1,0,1,100
3967,6871,0,363,1,429,1,0,0,1,304
3968,6935,0,270,1,427,1,0,0,1,304
3969,6904,0,306,1,426,1,0,0,1,100
3970,6934,0,306,0,400,0,1,0,1,100
3971,6934,0,306,0,400,0,1,0,1,100
3972,6936,0,331,1,432,1,0,0,1,304
3973,6937,0,306,0,390,0,1,0,1,100
3974,6904,0,306,1,426,1,0,0,1,100
3975,6904,0,306,1,426,1,0,0,1,100
3976,6904,0,306,1,426,1,0,0,1,100
3977,6934,0,306,0,400,0,1,0,1,100
3978,6934,0,306,0,400,0,1,0,1,100
3979,6934,0,306,0,400,0,1,0,1,100
3980,6904,0,306,1,426,1,0,0,1,100
3981,6904,0,306,1,426,1,0,0,1,100
3982,6904,0,306,1,426,1,0,0,1,100
3983,6937,0,306,0,390,0,1,0,1,100
3984,6937,0,306,0,390,0,1,0,1,100
3985,6938,0,306,0,380,0,1,0,1,100
3986,6937,0,306,0,390,0,1,0,1,100
3987,6937,0,306,0,390,0,1,0,1,100
3988,6904,0,306,1,426,1,0,0,1,100
3989,6904,0,306,1,426,1,0,0,1,100
3990,6937,0,306,0,390,0,1,0,1,100
3991,6937,0,306,0,390,0,1,0,1,100
3992,6937,0,306,0,390,0,1,0,1,100
3993,6939,0,306,0,300,0,1,0,1,100
3994,6870,0,331,1,425,1,0,0,1,304
3995,6913,0,306,0,570,0,1,0,1,100
3996,6943,0,371,1,428,1,0,0,1,304
3997,6870,0,331,1,425,1,0,0,1,304
3998,6944,0,294,0,300,0,1,0,1,304
3999,6947,0,306,0,580,0,1,0,1,100
4000,6948,0,363,1,424,1,0,0,1,304
4001,6948,0,363,1,424,1,0,0,1,304
4002,6949,0,306,1,424,1,0,0,1,100
4003,6950,0,306,0,390,0,1,0,1,100
4004,6947,0,306,0,580,0,1,0,1,100
4005,6951,0,280,0,390,0,1,0,1,304
4006,6952,0,371,1,435,1,0,0,1,304
4007,6953,0,306,1,426,1,0,0,1,100
4008,6948,0,363,1,424,1,0,0,1,304
4009,6893,0,280,1,426,1,0,0,1,304
4010,6948,0,363,1,424,1,0,0,1,304
4011,6870,0,331,1,425,1,0,0,1,304
4012,6870,0,331,1,425,1,0,0,1,304
4013,6870,0,331,1,425,1,0,0,1,304
4014,6870,0,331,1,425,1,0,0,1,304
4015,6952,0,371,1,435,1,0,0,1,304
4016,6870,0,331,1,425,1,0,0,1,304
4017,6870,0,331,1,425,1,0,0,1,304
4018,6870,0,331,1,425,1,0,0,1,304
4019,6948,0,363,1,424,1,0,0,1,304
4020,6870,0,331,1,425,1,0,0,1,304
4021,6871,0,363,1,429,1,0,0,1,304
4022,6873,0,371,1,432,1,0,0,1,304
4023,6870,0,331,1,425,1,0,0,1,304
4024,6952,0,371,1,435,1,0,0,1,304
4025,6948,0,363,1,424,1,0,0,1,304
4026,6870,0,331,1,425,1,0,0,1,304
4027,6870,0,331,1,425,1,0,0,1,304
4028,6952,0,371,1,435,1,0,0,1,304
4029,6870,0,331,1,425,1,0,0,1,304
4030,6870,0,331,1,425,1,0,0,1,304
4031,6948,0,363,1,424,1,0,0,1,304
4032,6954,0,270,0,390,0,1,0,1,304
4033,6952,0,371,1,435,1,0,0,1,304
4034,6952,0,371,1,435,1,0,0,1,304
4035,6952,0,371,1,435,1,0,0,1,304
4036,6952,0,371,1,435,1,0,0,1,304
4037,6955,0,270,0,370,0,1,0,1,304
4038,6952,0,371,1,435,1,0,0,1,304
4039,6956,0,331,1,424,1,0,0,1,304
4040,6955,0,270,0,370,0,1,0,1,304
4041,6870,0,331,1,425,1,0,0,1,304
4042,6952,0,371,1,435,1,0,0,1,304
4043,6948,0,363,1,424,1,0,0,1,304
4044,6952,0,371,1,435,1,0,0,1,304
4045,6952,0,371,1,435,1,0,0,1,304
4046,6948,0,363,1,424,1,0,0,1,304
4047,6952,0,371,1,435,1,0,0,1,304
4048,6952,0,371,1,435,1,0,0,1,304
4049,6948,0,363,1,424,1,0,0,1,304
4050,6952,0,371,1,435,1,0,0,1,304
4051,6873,0,371,1,432,1,0,0,1,304
4052,6952,0,371,1,435,1,0,0,1,304
4053,6948,0,363,1,424,1,0,0,1,304
4054,6871,0,363,1,429,1,0,0,1,304
4055,6948,0,363,1,424,1,0,0,1,304
4056,6948,0,363,1,424,1,0,0,1,304
4057,6948,0,363,1,424,1,0,0,1,304
4058,6957,0,306,0,570,0,1,0,1,100
4059,6952,0,371,1,435,1,0,0,1,304
4060,6868,0,331,1,433,1,0,0,1,304
4061,6868,0,331,1,433,1,0,0,1,304
4062,6873,0,371,1,432,1,0,0,1,304
4063,6871,0,363,1,429,1,0,0,1,304
4064,6952,0,371,1,435,1,0,0,1,304
4065,6871,0,363,1,429,1,0,0,1,304
4066,6871,0,363,1,429,1,0,0,1,304
4067,6948,0,363,1,424,1,0,0,1,304
4068,6948,0,363,1,424,1,0,0,1,304
4069,6948,0,363,1,424,1,0,0,1,304
4070,6948,0,363,1,424,1,0,0,1,304
4071,6871,0,363,1,429,1,0,0,1,304
4072,6892,0,331,1,428,1,0,0,1,304
4073,6956,0,331,1,424,1,0,0,1,304
4074,6956,0,331,1,424,1,0,0,1,304
4075,6948,0,363,1,424,1,0,0,1,304
4076,6870,0,331,1,425,1,0,0,1,304
4077,6952,0,371,1,435,1,0,0,1,304
4078,6873,0,371,1,432,1,0,0,1,304
4079,6870,0,331,1,425,1,0,0,1,304
4080,6873,0,371,1,432,1,0,0,1,304
4081,6952,0,371,1,435,1,0,0,1,304
4082,6952,0,371,1,435,1,0,0,1,304
4083,6948,0,363,1,424,1,0,0,1,304
4084,6948,0,363,1,424,1,0,0,1,304
4085,6948,0,363,1,424,1,0,0,1,304
4086,6871,0,363,1,429,1,0,0,1,304
4087,6873,0,371,1,432,1,0,0,1,304
4088,6952,0,371,1,435,1,0,0,1,304
4089,6948,0,363,1,424,1,0,0,1,304
4090,6948,0,363,1,424,1,0,0,1,304
4091,6952,0,371,1,435,1,0,0,1,304
4092,6952,0,371,1,435,1,0,0,1,304
4093,6956,0,331,1,424,1,0,0,1,304
4094,6956,0,331,1,424,1,0,0,1,304
4095,6871,0,363,1,429,1,0,0,1,304
4096,6948,0,363,1,424,1,0,0,1,304
4097,6948,0,363,1,424,1,0,0,1,304
4098,6948,0,363,1,424,1,0,0,1,304
4099,6948,0,363,1,424,1,0,0,1,304
4100,6948,0,363,1,424,1,0,0,1,304
4101,6873,0,371,1,432,1,0,0,1,304
4102,6873,0,371,1,432,1,0,0,1,304
4103,6948,0,363,1,424,1,0,0,1,304
4104,6871,0,363,1,429,1,0,0,1,304
4105,6952,0,371,1,435,1,0,0,1,304
4106,6953,0,306,1,426,1,0,0,1,100
4107,6958,0,306,0,610,0,1,0,1,100
4108,6959,0,306,0,600,0,1,0,1,100
4109,6959,0,306,0,600,0,1,0,1,100
4110,6959,0,306,0,600,0,1,0,1,100
4111,6959,0,306,0,600,0,1,0,1,100
4112,6959,0,306,0,600,0,1,0,1,100
4113,6959,0,306,0,600,0,1,0,1,100
4114,6965,0,306,0,590,0,1,0,1,100
4115,6965,0,306,0,590,0,1,0,1,100
4116,6965,0,306,0,590,0,1,0,1,100
4117,6965,0,306,0,590,0,1,0,1,100
4118,6965,0,306,0,590,0,1,0,1,100
4119,6965,0,306,0,590,0,1,0,1,100
4120,6965,0,306,0,590,0,1,0,1,100
4121,6965,0,306,0,590,0,1,0,1,100
4122,6965,0,306,0,590,0,1,0,1,100
4123,6965,0,306,0,590,0,1,0,1,100
4124,6965,0,306,0,590,0,1,0,1,100
4125,6875,0,363,1,430,1,0,0,1,304
4126,6876,0,331,1,434,1,0,0,1,304
4127,6947,0,306,0,580,0,1,0,1,100
4128,6947,0,306,0,580,0,1,0,1,100
4129,6947,0,306,0,580,0,1,0,1,100
4130,6947,0,306,0,580,0,1,0,1,100
4131,6966,0,270,0,400,0,1,0,1,304
4132,6955,0,270,0,370,0,1,0,1,304
4133,6955,0,270,0,370,0,1,0,1,304
4134,6947,0,306,0,580,0,1,0,1,100
4135,6947,0,306,0,580,0,1,0,1,100
4136,6957,0,306,0,570,0,1,0,1,100
4137,6967,0,306,1,427,1,0,0,1,100
4138,6947,0,306,0,580,0,1,0,1,100
4139,6947,0,306,0,580,0,1,0,1,100
4140,6957,0,306,0,570,0,1,0,1,100
4141,6957,0,306,0,570,0,1,0,1,100
4142,6957,0,306,0,570,0,1,0,1,100
4143,6968,0,331,1,420,1,0,0,1,304
4144,6957,0,306,0,570,0,1,0,1,100
4145,6969,0,331,1,434,1,0,0,1,304
4146,6968,0,331,1,420,1,0,0,1,304
4147,6968,0,331,1,420,1,0,0,1,304
4148,6957,0,306,0,570,0,1,0,1,100
4149,6957,0,306,0,570,0,1,0,1,100
4150,6970,0,331,1,425,1,0,0,1,304
4151,6957,0,306,0,570,0,1,0,1,100
4152,6971,0,306,0,560,0,1,0,1,100
4153,6971,0,306,0,560,0,1,0,1,100
4154,6971,0,306,0,560,0,1,0,1,100
4155,6971,0,306,0,560,0,1,0,1,100
4156,6971,0,306,0,560,0,1,0,1,100
4157,6971,0,306,0,560,0,1,0,1,100
4158,6971,0,306,0,560,0,1,0,1,100
4159,6953,0,306,1,426,1,0,0,1,100
4160,6972,0,371,1,432,1,0,0,1,304
4161,6971,0,306,0,560,0,1,0,1,100
4162,6972,0,371,1,432,1,0,0,1,304
4163,6972,0,371,1,432,1,0,0,1,304
4164,6971,0,306,0,560,0,1,0,1,100
4165,6971,0,306,0,560,0,1,0,1,100
4166,6973,0,306,0,550,0,1,0,1,100
4167,6973,0,306,0,550,0,1,0,1,100
4168,6973,0,306,0,550,0,1,0,1,100
4169,6973,0,306,0,550,0,1,0,1,100
4170,6972,0,371,1,432,1,0,0,1,304
4171,6973,0,306,0,550,0,1,0,1,100
4172,6974,0,270,1,426,1,0,0,1,304
4173,6973,0,306,0,550,0,1,0,1,100
4174,6972,0,371,1,432,1,0,0,1,304
4175,6972,0,371,1,432,1,0,0,1,304
4176,6973,0,306,0,550,0,1,0,1,100
4177,6972,0,371,1,432,1,0,0,1,304
4178,6975,0,280,1,427,1,0,0,1,304
4179,6973,0,306,0,550,0,1,0,1,100
4180,6972,0,371,1,432,1,0,0,1,304
4181,6973,0,306,0,550,0,1,0,1,100
4182,6974,0,270,1,426,1,0,0,1,304
4183,6973,0,306,0,550,0,1,0,1,100
4184,6973,0,306,0,550,0,1,0,1,100
4185,6972,0,371,1,432,1,0,0,1,304
4186,6976,0,306,0,540,0,1,0,1,100
4187,6976,0,306,0,540,0,1,0,1,100
4188,6972,0,371,1,432,1,0,0,1,304
4189,6976,0,306,0,540,0,1,0,1,100
4190,6976,0,306,0,540,0,1,0,1,100
4191,6976,0,306,0,540,0,1,0,1,100
4192,6976,0,306,0,540,0,1,0,1,100
4193,6976,0,306,0,540,0,1,0,1,100
4194,6976,0,306,0,540,0,1,0,1,100
4195,6977,0,306,0,530,0,1,0,1,100
4196,6972,0,371,1,432,1,0,0,1,304
4197,6977,0,306,0,530,0,1,0,1,100
4198,6977,0,306,0,530,0,1,0,1,100
4199,6975,0,280,1,427,1,0,0,1,304
4200,6977,0,306,0,530,0,1,0,1,100
4201,6977,0,306,0,530,0,1,0,1,100
4202,6975,0,280,1,427,1,0,0,1,304
4203,6978,0,280,0,300,0,1,0,1,304
4204,6977,0,306,0,530,0,1,0,1,100
4205,6977,0,306,0,530,0,1,0,1,100
4206,6977,0,306,0,530,0,1,0,1,100
4207,6975,0,280,1,427,1,0,0,1,304
4208,6972,0,371,1,432,1,0,0,1,304
4209,6972,0,371,1,432,1,0,0,1,304
4210,6977,0,306,0,530,0,1,0,1,100
4211,6977,0,306,0,530,0,1,0,1,100
4212,6979,0,280,1,426,1,0,0,1,304
4213,6977,0,306,0,530,0,1,0,1,100
4214,6980,0,306,0,520,0,1,0,1,100
4215,6980,0,306,0,520,0,1,0,1,100
4216,6972,0,371,1,432,1,0,0,1,304
4217,6980,0,306,0,520,0,1,0,1,100
4218,6980,0,306,0,520,0,1,0,1,100
4219,6980,0,306,0,520,0,1,0,1,100
4220,6980,0,306,0,520,0,1,0,1,100
4221,6981,0,306,0,510,0,1,0,1,100
4222,6980,0,306,0,520,0,1,0,1,100
4223,6980,0,306,0,520,0,1,0,1,100
4224,6980,0,306,0,520,0,1,0,1,100
4225,6981,0,306,0,510,0,1,0,1,100
4226,6981,0,306,0,510,0,1,0,1,100
4227,6981,0,306,0,510,0,1,0,1,100
4228,6981,0,306,0,510,0,1,0,1,100
4229,6981,0,306,0,510,0,1,0,1,100
4230,6982,0,270,0,590,0,1,0,1,304
4231,6982,0,270,0,590,0,1,0,1,304
4232,6983,0,371,1,435,1,0,0,1,304
4233,6981,0,306,0,510,0,1,0,1,100
4234,6981,0,306,0,510,0,1,0,1,100
4235,6972,0,371,1,432,1,0,0,1,304
4236,6981,0,306,0,510,0,1,0,1,100
4237,6981,0,306,0,510,0,1,0,1,100
4238,6981,0,306,0,510,0,1,0,1,100
4239,6984,0,306,0,500,0,1,0,1,100
4240,6984,0,306,0,500,0,1,0,1,100
4241,6984,0,306,0,500,0,1,0,1,100
4242,6984,0,306,0,500,0,1,0,1,100
4243,6969,0,331,1,434,1,0,0,1,304
4244,6969,0,331,1,434,1,0,0,1,304
4245,6984,0,306,0,500,0,1,0,1,100
4246,6984,0,306,0,500,0,1,0,1,100
4247,6984,0,306,0,500,0,1,0,1,100
4248,6985,0,331,1,424,1,0,0,1,304
4249,6986,0,306,0,490,0,1,0,1,100
4250,6972,0,371,1,432,1,0,0,1,304
4251,6984,0,306,0,500,0,1,0,1,100
4252,6984,0,306,0,500,0,1,0,1,100
4253,6984,0,306,0,500,0,1,0,1,100
4254,6986,0,306,0,490,0,1,0,1,100
4255,6986,0,306,0,490,0,1,0,1,100
4256,6986,0,306,0,490,0,1,0,1,100
4257,6987,0,306,0,480,0,1,0,1,100
4258,6987,0,306,0,480,0,1,0,1,100
4259,6972,0,371,1,432,1,0,0,1,304
4260,6987,0,306,0,480,0,1,0,1,100
4261,6986,0,306,0,490,0,1,0,1,100
4262,6986,0,306,0,490,0,1,0,1,100
4263,6974,0,270,1,426,1,0,0,1,304
4264,6986,0,306,0,490,0,1,0,1,100
4265,6972,0,371,1,432,1,0,0,1,304
4266,6972,0,371,1,432,1,0,0,1,304
4267,6972,0,371,1,432,1,0,0,1,304
4268,6986,0,306,0,490,0,1,0,1,100
4269,6986,0,306,0,490,0,1,0,1,100
4270,6986,0,306,0,490,0,1,0,1,100
4271,6972,0,371,1,432,1,0,0,1,304
4272,6986,0,306,0,490,0,1,0,1,100
4273,6987,0,306,0,480,0,1,0,1,100
4274,6987,0,306,0,480,0,1,0,1,100
4275,6987,0,306,0,480,0,1,0,1,100
4276,6987,0,306,0,480,0,1,0,1,100
4277,6987,0,306,0,480,0,1,0,1,100
4278,6987,0,306,0,480,0,1,0,1,100
4279,6988,0,306,0,470,0,1,0,1,100
4280,6988,0,306,0,470,0,1,0,1,100
4281,6988,0,306,0,470,0,1,0,1,100
4282,6987,0,306,0,480,0,1,0,1,100
4283,6987,0,306,0,480,0,1,0,1,100
4284,6988,0,306,0,470,0,1,0,1,100
4285,6988,0,306,0,470,0,1,0,1,100
4286,6988,0,306,0,470,0,1,0,1,100
4287,6988,0,306,0,470,0,1,0,1,100
4288,6988,0,306,0,470,0,1,0,1,100
4289,6988,0,306,0,470,0,1,0,1,100
4290,6988,0,306,0,470,0,1,0,1,100
4291,6988,0,306,0,470,0,1,0,1,100
4292,6969,0,331,1,434,1,0,0,1,304
4293,6989,0,306,0,460,0,1,0,1,100
4294,6972,0,371,1,432,1,0,0,1,304
4295,6985,0,331,1,424,1,0,0,1,304
4296,6989,0,306,0,460,0,1,0,1,100
4297,6972,0,371,1,432,1,0,0,1,304
4298,6989,0,306,0,460,0,1,0,1,100
4299,6989,0,306,0,460,0,1,0,1,100
4300,6968,0,331,1,420,1,0,0,1,304
4301,6990,0,280,0,310,0,1,0,1,304
4302,6990,0,280,0,310,0,1,0,1,304
4303,6990,0,280,0,310,0,1,0,1,304
4304,6990,0,280,0,310,0,1,0,1,304
4305,6990,0,280,0,310,0,1,0,1,304
4306,6990,0,280,0,310,0,1,0,1,304
4307,6990,0,280,0,310,0,1,0,1,304
4308,6968,0,331,1,420,1,0,0,1,304
4309,6968,0,331,1,420,1,0,0,1,304
4310,6989,0,306,0,460,0,1,0,1,100
4311,6992,0,270,0,520,0,1,0,1,304
4312,6993,0,270,0,510,0,1,0,1,304
4313,6972,0,371,1,432,1,0,0,1,304
4314,6972,0,371,1,432,1,0,0,1,304
4315,6972,0,371,1,432,1,0,0,1,304
4316,6972,0,371,1,432,1,0,0,1,304
4317,6972,0,371,1,432,1,0,0,1,304
4318,6985,0,331,1,424,1,0,0,1,304
4319,6994,0,331,1,429,1,0,0,1,304
4320,6989,0,306,0,460,0,1,0,1,100
4321,6989,0,306,0,460,0,1,0,1,100
4322,6989,0,306,0,460,0,1,0,1,100
4323,6970,0,331,1,425,1,0,0,1,304
4324,6995,0,306,0,450,0,1,0,1,100
4325,6995,0,306,0,450,0,1,0,1,100
4326,6994,0,331,1,429,1,0,0,1,304
4327,6985,0,331,1,424,1,0,0,1,304
4328,6995,0,306,0,450,0,1,0,1,100
4329,6996,0,270,1,1146,1,0,0,1,304
4330,6995,0,306,0,450,0,1,0,1,100
4331,6989,0,306,0,460,0,1,0,1,100
4332,6995,0,306,0,450,0,1,0,1,100
4333,6989,0,306,0,460,0,1,0,1,100
4334,6972,0,371,1,432,1,0,0,1,304
4335,6989,0,306,0,460,0,1,0,1,100
4336,6996,0,270,1,1146,1,0,0,1,304
4337,6995,0,306,0,450,0,1,0,1,100
4338,6995,0,306,0,450,0,1,0,1,100
4339,6995,0,306,0,450,0,1,0,1,100
4340,6995,0,306,0,450,0,1,0,1,100
4341,6997,0,306,0,440,0,1,0,1,100
4342,6995,0,306,0,450,0,1,0,1,100
4343,6997,0,306,0,440,0,1,0,1,100
4344,6997,0,306,0,440,0,1,0,1,100
4345,6997,0,306,0,440,0,1,0,1,100
4346,6997,0,306,0,440,0,1,0,1,100
4347,6995,0,306,0,450,0,1,0,1,100
4348,6997,0,306,0,440,0,1,0,1,100
4349,6997,0,306,0,440,0,1,0,1,100
4350,6997,0,306,0,440,0,1,0,1,100
4351,6997,0,306,0,440,0,1,0,1,100
4352,6998,0,306,0,418,0,1,0,1,100
4353,6972,0,371,1,432,1,0,0,1,304
4354,6998,0,306,0,418,0,1,0,1,100
4355,6998,0,306,0,418,0,1,0,1,100
4356,6997,0,306,0,440,0,1,0,1,100
4357,6998,0,306,0,418,0,1,0,1,100
4358,6997,0,306,0,440,0,1,0,1,100
4359,6998,0,306,0,418,0,1,0,1,100
4360,6949,0,306,1,424,1,0,0,1,100
4361,6996,0,270,1,1146,1,0,0,1,304
4362,6949,0,306,1,424,1,0,0,1,100
4363,6949,0,306,1,424,1,0,0,1,100
4364,6999,0,270,1,1145,1,0,0,1,304
4365,6949,0,306,1,424,1,0,0,1,100
4366,6949,0,306,1,424,1,0,0,1,100
4367,6949,0,306,1,424,1,0,0,1,100
4368,6949,0,306,1,424,1,0,0,1,100
4369,7000,0,306,1,425,1,0,0,1,100
4370,6998,0,306,0,418,0,1,0,1,100
4371,6998,0,306,0,418,0,1,0,1,100
4372,6998,0,306,0,418,0,1,0,1,100
4373,6998,0,306,0,418,0,1,0,1,100
4374,6998,0,306,0,418,0,1,0,1,100
4375,7001,0,306,1,435,1,0,0,1,100
4376,7002,0,331,1,428,1,0,0,1,304
4377,7002,0,331,1,428,1,0,0,1,304
4378,6985,0,331,1,424,1,0,0,1,304
4379,6972,0,371,1,432,1,0,0,1,304
4380,7003,0,363,1,429,1,0,0,1,304
4381,6985,0,331,1,424,1,0,0,1,304
4382,6985,0,331,1,424,1,0,0,1,304
4383,7003,0,363,1,429,1,0,0,1,304
4384,6972,0,371,1,432,1,0,0,1,304
4385,6969,0,331,1,434,1,0,0,1,304
4386,6969,0,331,1,434,1,0,0,1,304
4387,6969,0,331,1,434,1,0,0,1,304
4388,6985,0,331,1,424,1,0,0,1,304
4389,6985,0,331,1,424,1,0,0,1,304
4390,7004,0,270,0,400,0,1,0,1,304
4391,6974,0,270,1,426,1,0,0,1,304
4392,6974,0,270,1,426,1,0,0,1,304
4393,6985,0,331,1,424,1,0,0,1,304
4394,7005,0,270,0,370,0,1,0,1,304
4395,6985,0,331,1,424,1,0,0,1,304
4396,6970,0,331,1,425,1,0,0,1,304
4397,6970,0,331,1,425,1,0,0,1,304
4398,6985,0,331,1,424,1,0,0,1,304
4399,6983,0,371,1,435,1,0,0,1,304
4400,7006,0,280,0,390,0,1,0,1,304
4401,6979,0,280,1,426,1,0,0,1,304
4402,7007,0,363,1,424,1,0,0,1,304
4403,7007,0,363,1,424,1,0,0,1,304
4404,6983,0,371,1,435,1,0,0,1,304
4405,6983,0,371,1,435,1,0,0,1,304
4406,7007,0,363,1,424,1,0,0,1,304
4407,7007,0,363,1,424,1,0,0,1,304
4408,7007,0,363,1,424,1,0,0,1,304
4409,6983,0,371,1,435,1,0,0,1,304
4410,7003,0,363,1,429,1,0,0,1,304
4411,7003,0,363,1,429,1,0,0,1,304
4412,6970,0,331,1,425,1,0,0,1,304
4413,6970,0,331,1,425,1,0,0,1,304
4414,7007,0,363,1,424,1,0,0,1,304
4415,7007,0,363,1,424,1,0,0,1,304
4416,7007,0,363,1,424,1,0,0,1,304
4417,6983,0,371,1,435,1,0,0,1,304
4418,6985,0,331,1,424,1,0,0,1,304
4419,7007,0,363,1,424,1,0,0,1,304
4420,7007,0,363,1,424,1,0,0,1,304
4421,7001,0,306,1,435,1,0,0,1,100
4422,7007,0,363,1,424,1,0,0,1,304
4423,7001,0,306,1,435,1,0,0,1,100
4424,7001,0,306,1,435,1,0,0,1,100
4425,6985,0,331,1,424,1,0,0,1,304
4426,7007,0,363,1,424,1,0,0,1,304
4427,7007,0,363,1,424,1,0,0,1,304
4428,7007,0,363,1,424,1,0,0,1,304
4429,6983,0,371,1,435,1,0,0,1,304
4430,6983,0,371,1,435,1,0,0,1,304
4431,7001,0,306,1,435,1,0,0,1,100
4432,6972,0,371,1,432,1,0,0,1,304
4433,7007,0,363,1,424,1,0,0,1,304
4434,6972,0,371,1,432,1,0,0,1,304
4435,6983,0,371,1,435,1,0,0,1,304
4436,6983,0,371,1,435,1,0,0,1,304
4437,7007,0,363,1,424,1,0,0,1,304
4438,7003,0,363,1,429,1,0,0,1,304
4439,7003,0,363,1,429,1,0,0,1,304
4440,7003,0,363,1,429,1,0,0,1,304
4441,7003,0,363,1,429,1,0,0,1,304
4442,7003,0,363,1,429,1,0,0,1,304
4443,7003,0,363,1,429,1,0,0,1,304
4444,6983,0,371,1,435,1,0,0,1,304
4445,6983,0,371,1,435,1,0,0,1,304
4446,7003,0,363,1,429,1,0,0,1,304
4447,6972,0,371,1,432,1,0,0,1,304
4448,6983,0,371,1,435,1,0,0,1,304
4449,7007,0,363,1,424,1,0,0,1,304
4450,7007,0,363,1,424,1,0,0,1,304
4451,6994,0,331,1,429,1,0,0,1,304
4452,6972,0,371,1,432,1,0,0,1,304
4453,7001,0,306,1,435,1,0,0,1,100
4454,6972,0,371,1,432,1,0,0,1,304
4455,6972,0,371,1,432,1,0,0,1,304
4456,6972,0,371,1,432,1,0,0,1,304
4457,6972,0,371,1,432,1,0,0,1,304
4458,6972,0,371,1,432,1,0,0,1,304
4459,7001,0,306,1,435,1,0,0,1,100
4460,7001,0,306,1,435,1,0,0,1,100
4461,7001,0,306,1,435,1,0,0,1,100
4462,7001,0,306,1,435,1,0,0,1,100
4463,7001,0,306,1,435,1,0,0,1,100
4464,7001,0,306,1,435,1,0,0,1,100
4465,7001,0,306,1,435,1,0,0,1,100
4466,7010,0,306,0,420,0,1,0,1,100
4467,7010,0,306,0,420,0,1,0,1,100
4468,7010,0,306,0,420,0,1,0,1,100
4469,7001,0,306,1,435,1,0,0,1,100
4470,7010,0,306,0,420,0,1,0,1,100
4471,7001,0,306,1,435,1,0,0,1,100
4472,7010,0,306,0,420,0,1,0,1,100
4473,7010,0,306,0,420,0,1,0,1,100
4474,7001,0,306,1,435,1,0,0,1,100
4475,7001,0,306,1,435,1,0,0,1,100
4476,7015,0,331,1,430,1,0,0,1,304
4477,7016,0,270,0,330,0,1,0,1,304
4478,7016,0,270,0,330,0,1,0,1,304
4479,7017,0,270,1,422,1,0,0,1,304
4480,7010,0,306,0,420,0,1,0,1,100
4481,7018,0,331,1,424,1,0,0,1,304
4482,7018,0,331,1,424,1,0,0,1,304
4483,7019,0,280,0,420,0,1,0,1,304
4484,7019,0,280,0,420,0,1,0,1,304
4485,7019,0,280,0,420,0,1,0,1,304
4486,7019,0,280,0,420,0,1,0,1,304
4487,7019,0,280,0,420,0,1,0,1,304
4488,7019,0,280,0,420,0,1,0,1,304
4489,7019,0,280,0,420,0,1,0,1,304
4490,7020,0,280,0,410,0,1,0,1,304
4491,7020,0,280,0,410,0,1,0,1,304
4492,7020,0,280,0,410,0,1,0,1,304
4493,7020,0,280,0,410,0,1,0,1,304
4494,7020,0,280,0,410,0,1,0,1,304
4495,7020,0,280,0,410,0,1,0,1,304
4496,7020,0,280,0,410,0,1,0,1,304
4497,7021,0,331,1,425,1,0,0,1,304
4498,7010,0,306,0,420,0,1,0,1,100
4499,7010,0,306,0,420,0,1,0,1,100
4500,7022,0,306,0,410,0,1,0,1,100
4501,7022,0,306,0,410,0,1,0,1,100
4502,7001,0,306,1,435,1,0,0,1,100
4503,7010,0,306,0,420,0,1,0,1,100
4504,7022,0,306,0,410,0,1,0,1,100
4505,7018,0,331,1,424,1,0,0,1,304
4506,7023,0,280,0,400,0,1,0,1,304
4507,7023,0,280,0,400,0,1,0,1,304
4508,7023,0,280,0,400,0,1,0,1,304
4509,7023,0,280,0,400,0,1,0,1,304
4510,7023,0,280,0,400,0,1,0,1,304
4511,7023,0,280,0,400,0,1,0,1,304
4512,7023,0,280,0,400,0,1,0,1,304
4513,7023,0,280,0,400,0,1,0,1,304
4514,7022,0,306,0,410,0,1,0,1,100
4515,7022,0,306,0,410,0,1,0,1,100
4516,7018,0,331,1,424,1,0,0,1,304
4517,7024,0,280,0,390,0,1,0,1,304
4518,7024,0,280,0,390,0,1,0,1,304
4519,7024,0,280,0,390,0,1,0,1,304
4520,7025,0,306,0,400,0,1,0,1,100
4521,7024,0,280,0,390,0,1,0,1,304
4522,7024,0,280,0,390,0,1,0,1,304
4523,7024,0,280,0,390,0,1,0,1,304
4524,7024,0,280,0,390,0,1,0,1,304
4525,7024,0,280,0,390,0,1,0,1,304
4526,7024,0,280,0,390,0,1,0,1,304
4527,7024,0,280,0,390,0,1,0,1,304
4528,7026,0,280,0,370,0,1,0,1,304
4529,7026,0,280,0,370,0,1,0,1,304
4530,7026,0,280,0,370,0,1,0,1,304
4531,7022,0,306,0,410,0,1,0,1,100
4532,7027,0,280,0,380,0,1,0,1,304
4533,7027,0,280,0,380,0,1,0,1,304
4534,7027,0,280,0,380,0,1,0,1,304
